gene	arm	common_effect	common_z	common_q_value	max_lfsr	GeneID	type_of_gene	Nomenclature_status	ncbi_current_symbol	annotation_method	GSE117606	GSE40362	GSE41657	GSE50114	GSE72820	GSE8671	n_platforms_present	all_six_platforms_present	protein_coding	objective_selection_eligible	eligibility_rule
ATP5F1C	down	-0.604661283277544	-7.62251268853263	1.94786539483632e-12	9.15737747952949e-06	509	protein-coding	O	ATP5F1C	current_ncbi_symbol	True	False	False	False	False	False	1	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
EPHB4	up	0.852738121007544	7.60166038785207	2.26740714982589e-12	0.0060039387418915	2050	protein-coding	O	EPHB4	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
DACH1	up	0.795273740431136	7.597941085718	2.31170863920269e-12	1.6485519851396e-07	1602	protein-coding	O	DACH1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
LYN	up	0.593707854745484	7.58236927779678	2.58277092064901e-12	2.08847480745833e-05	4067	protein-coding	O	LYN	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ASRGL1	up	0.771226947254535	7.57091038827277	2.7952731568904697e-12	0.0001288741634534	80150	protein-coding	O	ASRGL1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
TMEM171	down	-0.838956520764345	-7.56735383437908	2.84673328363262e-12	1.85637282494877e-05	134285	protein-coding	O	TMEM171	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
MAPK8IP3	up	0.795049269724932	7.54816394135754	3.2694179738719398e-12	2.24878373771529e-06	23162	protein-coding	O	MAPK8IP3	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ATP5PD	down	-0.541877623979731	-7.53897843786115	3.4768023720436998e-12	1.28785382746965e-06	10476	protein-coding	O	ATP5PD	current_ncbi_symbol	False	False	False	False	False	False	0	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ENSG00000236449	down	-0.770108098251019	-7.53041463526676	3.67976684289503e-12	1.52567405120596e-06						False	False	False	False	False	False	0	False	False	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
KLHL29	up	1.06547784042641	7.525960242082	3.7740349942780095e-12	1.76617412405436e-07	114818	protein-coding	O	KLHL29	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
NDUFA12	down	-0.618253618112802	-7.52226974276798	3.84838392558991e-12	2.99630950145735e-05	55967	protein-coding	O	NDUFA12	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
GPX2	up	0.958431999614531	7.50770015426981	4.2646535680070996e-12	0.0171103108305125	2877	protein-coding	O	GPX2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
PLEKHB2	down	-0.586844125161359	-7.49771094353771	4.56314076696011e-12	0.00164670970364	55041	protein-coding	O	PLEKHB2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ST3GAL2	up	0.758731485433781	7.49306369987892	4.68765771526509e-12	2.61718977589617e-07	6483	protein-coding	O	ST3GAL2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
CCDC88B	up	1.16254624070139	7.48478742516143	4.950771455929689e-12	1.1707948000102e-07	283234	protein-coding	O	CCDC88B	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SPCS2	down	-0.75697333470915	-7.48107663977615	5.05017203454163e-12	2.7975669336433e-05	9789	protein-coding	O	SPCS2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
MSI2	up	0.626256492278859	7.44406903063812	6.6332220069186794e-12	1.62990660691539e-05	124540	protein-coding	O	MSI2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SMAD9	up	0.947006490036963	7.42657299325134	7.50991090907106e-12	0.0002612629401742	4093	protein-coding	O	SMAD9	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
RUNX1	up	0.590810920390693	7.41900410503013	7.887097454393689e-12	0.0003645544708209	861	protein-coding	O	RUNX1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
GRINA	up	0.937891831641245	7.40965167428526	8.315706623964689e-12	0.00042853455001	2907	protein-coding	O	GRINA	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
STBD1	down	-0.918109401895796	-7.40923017531176	8.315706623964689e-12	9.10849262947266e-06	8987	protein-coding	O	STBD1	current_ncbi_symbol	False	True	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
HM13	up	0.454189413276513	7.40879563374106	8.315706623964689e-12	0.0013327609319539	81502	protein-coding	O	HM13	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
NR5A2	down	-0.523733075497614	-7.40331720807641	8.5979978289875e-12	0.0409792548811436	2494	protein-coding	O	NR5A2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
CNTN4	down	-1.36765446416826	-7.38154150290441	1.00493518955857e-11	1.19224652841421e-05	152330	protein-coding	O	CNTN4	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
KLF4	down	-1.01562990416973	-7.35818264919111	1.17895999744184e-11	0.0002622821261475	9314	protein-coding	O	KLF4	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SUCLG1	down	-0.490797022139306	-7.35300223599608	1.21622913633875e-11	0.0002551558906789	8802	protein-coding	O	SUCLG1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
FOXA1	down	-1.12312539328555	-7.34117905894296	1.3186006229020698e-11	0.0001311622289248	3169	protein-coding	O	FOXA1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
PRDX6	down	-0.924076756997789	-7.3236865285413	1.4912143930923298e-11	4.00001471052569e-05	9588	protein-coding	O	PRDX6	current_ncbi_symbol	True	True	True	True	True	True	6	True	True	True	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
PKIB	down	-1.06781403443604	-7.31864170058581	1.5367958580470003e-11	2.45167973478289e-07	5570	protein-coding	O	PKIB	current_ncbi_symbol	True	True	True	True	True	True	6	True	True	True	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
HSD17B11	down	-0.631985262581884	-7.30162176404748	1.73140108492385e-11	0.0001933484584603	51170	protein-coding	O	HSD17B11	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
RMND5A	down	-0.749521366143798	-7.29900809139787	1.7523840590292197e-11	1.82640346763074e-05	64795	protein-coding	O	RMND5A	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
TMED7	down	-1.06883073001229	-7.28610196143938	1.9145421945393898e-11	0.0006217890531553	51014	protein-coding	O	TMED7	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
LRSAM1	up	0.674450879011359	7.28444142302015	1.92422502126017e-11	0.0001075713413093	90678	protein-coding	O	LRSAM1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
TBC1D16	up	0.634763335009532	7.28152684225763	1.95212056723955e-11	0.0021335119824516	125058	protein-coding	O	TBC1D16	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SLC25A5	down	-0.680508066205169	-7.27056978001731	2.1020764226058898e-11	7.6502304957593e-07	292	protein-coding	O	SLC25A5	current_ncbi_symbol	False	True	True	True	True	True	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
NXPE4	down	-0.88037349380791	-7.26433819738294	2.18567259066287e-11	0.0009143516526645	54827	protein-coding	O	NXPE4	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
TUSC1	down	-0.872123571814778	-7.25072125612798	2.40005764025345e-11	8.19542450569699e-08	286319	protein-coding	O	TUSC1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
AOPEP	up	0.634384853332773	7.24500855880344	2.4859148379765396e-11	2.94317688634235e-06	84909	protein-coding	O	AOPEP	current_ncbi_symbol	True	False	False	False	False	False	1	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ZNRF3	up	0.750120270654409	7.22973434425144	2.7527291451046002e-11	0.0021071607704681	84133	protein-coding	O	ZNRF3	current_ncbi_symbol	True	False	True	True	True	True	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
CCL15	down	-0.659507627791031	-7.22929167095181	2.7527291451046002e-11	0.0001201396196444	6359	protein-coding	O	CCL15	current_ncbi_symbol	False	True	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
EID1	down	-0.640042626509583	-7.22185715401425	2.88761653659939e-11	5.59462373239672e-06	23741	protein-coding	O	EID1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
TWSG1	up	0.829676017827197	7.17460472820105	4.02808964207765e-11	8.94332580883491e-07	57045	protein-coding	O	TWSG1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
TMC7	up	0.763760627520156	7.14787923070745	4.8624616961794594e-11	1.25901159907832e-06	79905	protein-coding	O	TMC7	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
NARS1	down	-0.662088187298242	-7.1437908055467	4.9759818693972496e-11	0.0001016447940309	4677	protein-coding	O	NARS1	current_ncbi_symbol	True	False	False	False	False	False	1	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
BAIAP2	up	0.861487507511833	7.12712167320418	5.5799079019738e-11	9.24267122242536e-05	10458	protein-coding	O	BAIAP2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ZNFX1	up	0.571060400815994	7.10700524579524	6.413890554235629e-11	0.004199892330103	57169	protein-coding	O	ZNFX1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
DAZAP2	down	-0.649735657596179	-7.10079343582664	6.665063532920949e-11	0.0002999442410588	9802	protein-coding	O	DAZAP2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
